🏆欧洲杯赛事🏆,#genre#
PLAYY 영화,https://i.mjh.nz/SamsungTVPlus/KRBD2700007S0.m3u8
PLAYY 가족 영화 특집,https://i.mjh.nz/SamsungTVPlus/KRBD2700008TZ.m3u8
NEW MOVIES,https://i.mjh.nz/SamsungTVPlus/KRBC3200004D1.m3u8
TED,https://i.mjh.nz/SamsungTVPlus/KRBD370000134.m3u8
Bloomberg TV+ UHD,https://i.mjh.nz/SamsungTVPlus/KRBB500039Y5.m3u8
Bloomberg Originals,https://i.mjh.nz/SamsungTVPlus/KRBB500044GP.m3u8
글로벌 뉴스 by LeadStory,https://i.mjh.nz/SamsungTVPlus/KRBD3100006X4.m3u8
Fireplace 4K,https://i.mjh.nz/SamsungTVPlus/KRBD44000025L.m3u8
World Billiards TV,https://i.mjh.nz/SamsungTVPlus/KRBC3200011N3.m3u8
tvN SPORTS,https://i.mjh.nz/SamsungTVPlus/KRBC800015MH.m3u8
FIFA+,https://i.mjh.nz/SamsungTVPlus/KRBD1900001Y2.m3u8
PGA Tour,https://i.mjh.nz/SamsungTVPlus/KRBD3100007WB.m3u8
JTBC 뭉쳐야 뜬다1,https://i.mjh.nz/SamsungTVPlus/KR400006MW.m3u8
JTBC 뭉쳐야찬다3,https://i.mjh.nz/SamsungTVPlus/KRBC5000019FB.m3u8
초록뱀미디어 K-STAR 골프,https://i.mjh.nz/SamsungTVPlus/KRBB5000364M.m3u8
JTBC 골프,https://i.mjh.nz/SamsungTVPlus/KRBD5200002XY.m3u8
JTBC 최강야구,https://i.mjh.nz/SamsungTVPlus/KR400005KB.m3u8
KP| ARIRANG HD,http://extraott.com:80/live/7921751389/6097373662/191051.m3u8
KP| BBS TV HD,http://extraott.com:80/live/7921751389/6097373662/380179.m3u8
KP| CGNTV HD,http://extraott.com:80/live/7921751389/6097373662/191058.m3u8
KP| CTS HD,http://extraott.com:80/live/7921751389/6097373662/380183.m3u8
KP| EBS E HD,http://extraott.com:80/live/7921751389/6097373662/380184.m3u8
KP| EBS1  HD,http://extraott.com:80/live/7921751389/6097373662/380190.m3u8
KP| EBS+2  HD,http://extraott.com:80/live/7921751389/6097373662/380189.m3u8
KP| GCN HD,http://extraott.com:80/live/7921751389/6097373662/380193.m3u8
KP| GUGBANG TV HD,http://extraott.com:80/live/7921751389/6097373662/191062.m3u8
KP| KBS WORLD 24 HD,http://extraott.com:80/live/7921751389/6097373662/380200.m3u8
KP| NBS KOREA AGRICULTURAL BROADCASTING HD,http://extraott.com:80/live/7921751389/6097373662/191070.m3u8
KP| TVWORKNET HD,http://extraott.com:80/live/7921751389/6097373662/191076.m3u8
KP| YTN SCIENCE HD,http://extraott.com:80/live/7921751389/6097373662/191078.m3u8
KP| EBS KIDS  HD,http://extraott.com:80/live/7921751389/6097373662/380188.m3u8
KP| K+ HD,http://extraott.com:80/live/7921751389/6097373662/191063.m3u8
KP| SBS INTERNATIONAL HD,http://extraott.com:80/live/7921751389/6097373662/191072.m3u8
KP| SBS PLUS HD,http://extraott.com:80/live/7921751389/6097373662/191073.m3u8
KP| KBS WORLD TV,http://extraott.com:80/live/7921751389/6097373662/380173.m3u8
KP| TVN,http://extraott.com:80/live/7921751389/6097373662/473547.m3u8
KP| TAN,http://extraott.com:80/live/7921751389/6097373662/473548.m3u8
KP| EBS,http://extraott.com:80/live/7921751389/6097373662/473550.m3u8
KP| MBN,http://extraott.com:80/live/7921751389/6097373662/473551.m3u8
KP| MBC,http://extraott.com:80/live/7921751389/6097373662/473552.m3u8
「韩国」BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
「韩国」EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
「韩国」EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
「韩国」EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
「韩国」EBSi,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
「韩国」EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
「韩国」EBSe,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8
「韩国」KBC | SBS,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
「韩国」JTBC,https://everylive.space/live/jtbc/livestream.m3u8
「韩国」KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
「韩国」CJB | SBS,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
「韩国」MBC UHD,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
「韩国」NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
「韩国」TjB | SBS,http://1.245.74.5:1935/live/tv/.m3u8
「韩国」KBS LIVE,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
「韩国」Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
「韩国」Job plus TV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
「韩国」DUBAI ONE,http://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/chunklist.m3u8
「韩国」tvN1,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?
「韩国」tvN2,https://d21dxaer0ypwk1.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-a6m2cy2rylsvo-ssai-prd/54ac8e25_eb5a_4f10_ba20_ffb254f0a16c/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBC32000261J
「韩国」tvN3,https://d25mdvvpht3395.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-p8ea370fl7r4f-ssai-prd/82f296fd_2916_45b7_b799_525a4226957a/hls/playlist.m3u8?
「韩国」tvN5,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?「韩国」tvN Movies,https://tvlatina.live:1936/8006/8006/playlist.m3u8
「韩国」tvN asia,https://amg01201-cinedigmenterta-asiancrush-cineverse-x701o.amagi.tv/playlist/amg01201-cinedigmenterta-asiancrush-cineverse/playlist.m3u8
「韩国」tvN1线,https://everylive.space/live/tvn/livestream.m3u8
「韩国」KBS2,http://112.157.229.162:9981/stream/channelid/1840309320?profile=pass
「韩国」MBC,http://112.157.229.162:9981/stream/channelid/865795619?profile=pass
「韩国」EBS Digital,http://112.157.229.162:9981/stream/channelid/816256588?profile=pass
「韩国」EBS Digital,http://112.157.229.162:9981/stream/channelid/664316059?profile=pass
KBS世界,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
KBS世界,https://wms4-kortv.akamaized.net/a_live/63719963/smil:20ch011.smil/playlist.m3u8
KBS世界,https://wms4-kortv.akamaized.net/a_live/63719963/smil:20ch011.smil/chunklist_b2500000.m3u8
阿里郎,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
阿里郎,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Mubeat,https://stream.ads.ottera.tv/playlist.m3u8?network_id=711
EBS 2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?
JTV,https://tistory1.daumcdn.net/tistory/2864485/skin/images/Public_58.m3u8
JTV,http://61.85.197.53:1935/jtv_live/myStream/chunklist_w1542137203.m3u8
Korea TV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
KBC TV,https://vod.ikbc.co.kr/KBCTV/tv/chunklist_w1946374378.m3u8
KBC TV,https://vod.ikbc.co.kr/KBCTV/tv/playlist.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
TJBSBS,http://1.245.74.5:1935/live/tv/chunklist_w1321158460.m3u8
CJBSBS,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
TJBSBS,http://1.245.74.5:1935/live/tv/.m3u8
MBN,https://wms2-kortv.akamaized.net/a_live/81992167/smil:20tv121.smil/chunklist_b2500000.m3u8
MBC,http://123.254.72.24:1935/tvlive/livestream2/chunklist_w265464937.m3u8
job plus,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
국방TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
MBC,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8
C,http://112.175.51.214:1935/live/myStream/playlist.m3u8
JEJUMBC,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
KBC SBS,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
UBC SBS,http://59.23.231.102:1935/live/UBCstream/playlist.m3u8
MBC,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
BBSTV(불교),http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
NBS한국농업방송,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
TV,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
TV1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
TV3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=630
TV4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=644
TV5,https://stream.ads.ottera.tv/playlist.m3u8?network_id=742
14,https://stream.ads.ottera.tv/playlist.m3u8?network_id=14
EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
KBS World,https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8
NBS Korea Agricultural Broadcasting,https://media.joycorp.co.kr:4443/live/ngrp:live_all/playlist.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
韩国EBS少儿频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
韩国EBS加一频道,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
韩国EBS第一频道,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
韩国EBS第一频道,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8?zshijd
韩国·EBS加二频道,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韩国·EBS第一频道,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韩国·EBS第二频道,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韩国·EBS_E频道,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8
韩国-EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韩国-EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韩国-EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
韩国EBS第二频道,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?zshijd
DUBAI ONE,http://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/chunklist.m3u8?checkedby:iptvcat.com
Arirang 阿里郎,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist.m3u8
KBS LiveCam DokDo,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
KBS WORLD,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/master.m3u8
「韩国」KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u
「韩国」Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
「韩国」DUBAI ONE,http://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/chunklist.m3u8
声优广播(5G专线),http://www.uniqueradio.jp/agplayerf/hls/Active.m3u8
KCTV 광주「韩国」,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u8
CJB(5G专线),http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
阿里郎WORLD(5G专线),http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
BBS佛教广播(5G专线),http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
韩国-Arirang(5G专线),https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩国-BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
DaNangTV2(5G专线),http://drtdnglive.e49a7c38.cdnviet.com/livestream/chunklist.m3u8
HBTV(5G专线),http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/chunklist.m3u8
ANTV(5G专线),http://antvlive.ab5c6921.cdnviet.com/antv/chunklist.m3u8


🦄国际频道🌏,#genre#


👉此处以下频道需要魔法👈,https://cloud.lxweb.cn/f/08QDU0/3.MOV
UK| BBC SCOTLAND FHD,http://extraott.com:80/live/7921751389/6097373662/14099.m3u8
UK| BBC ONE WALES FHD,http://extraott.com:80/live/7921751389/6097373662/153881.m3u8
UK| BBC ONE SCOTLAND FHD,http://extraott.com:80/live/7921751389/6097373662/400230281.m3u8
UK| UTV FHD,http://extraott.com:80/live/7921751389/6097373662/153868.m3u8
UK| CNN FHD,http://extraott.com:80/live/7921751389/6097373662/153852.m3u8
UK| BBC NEWS HD,http://extraott.com:80/live/7921751389/6097373662/191457.m3u8
UK| BBC WORLD NEWS HD,http://extraott.com:80/live/7921751389/6097373662/13013.m3u8
UK| CNN HD,http://extraott.com:80/live/7921751389/6097373662/2445.m3u8
UK| I24 NEWS HD ENGLISH,http://extraott.com:80/live/7921751389/6097373662/6890.m3u8
UK| SKY NEWS HD,http://extraott.com:80/live/7921751389/6097373662/191677.m3u8
UK| GB NEWS HD,http://extraott.com:80/live/7921751389/6097373662/400200059.m3u8
UK| HGTV HD,http://extraott.com:80/live/7921751389/6097373662/39844.m3u8
UK| CNBC HD,http://extraott.com:80/live/7921751389/6097373662/153850.m3u8
UK| UTV HD,http://extraott.com:80/live/7921751389/6097373662/191005.m3u8
UK| BLOOMBERG HD,http://extraott.com:80/live/7921751389/6097373662/153856.m3u8
UK| TRT WORLD HD,http://extraott.com:80/live/7921751389/6097373662/400230338.m3u8
UK| NBC NEWS NOW HD,http://extraott.com:80/live/7921751389/6097373662/82805.m3u8
US| CNN HD,http://extraott.com:80/live/7921751389/6097373662/36480.m3u8
US| MSNBC HD,http://extraott.com:80/live/7921751389/6097373662/181629.m3u8
US| CNBC HD,http://extraott.com:80/live/7921751389/6097373662/181635.m3u8
US| HLN HD,http://extraott.com:80/live/7921751389/6097373662/253154.m3u8
US| THE WEATHER CHANNEL HD,http://extraott.com:80/live/7921751389/6097373662/181656.m3u8
US| ABC NEWS LIVE HD,http://extraott.com:80/live/7921751389/6097373662/181665.m3u8
US| NEWSMAX  HD,http://extraott.com:80/live/7921751389/6097373662/181670.m3u8
US| FOX BUSINESS HD,http://extraott.com:80/live/7921751389/6097373662/181644.m3u8
US| NEWS NATION HD (EAST),http://extraott.com:80/live/7921751389/6097373662/42175.m3u8
US| NEWS NATION HD (WEST),http://extraott.com:80/live/7921751389/6097373662/42176.m3u8
US| BBC WORLD NEWS HD,http://extraott.com:80/live/7921751389/6097373662/254686.m3u8
US| BLOOMBERG HD,http://extraott.com:80/live/7921751389/6097373662/181653.m3u8
US| YAHOO FINANCE LIVE HD,http://extraott.com:80/live/7921751389/6097373662/77270.m3u8
US| BBC AMERICA HD (EAST),http://extraott.com:80/live/7921751389/6097373662/13533.m3u8
US| CBS NEWS HD,http://extraott.com:80/live/7921751389/6097373662/181650.m3u8
US| ONE AMERICAN NEWS NETWORK HD,http://extraott.com:80/live/7921751389/6097373662/181655.m3u8
US| EURONEWS HD,http://extraott.com:80/live/7921751389/6097373662/181673.m3u8
US| ACCUWEATHER NOW FHD,http://extraott.com:80/live/7921751389/6097373662/181657.m3u8
US| CNBC WORLD,http://extraott.com:80/live/7921751389/6097373662/181634.m3u8
US| RT NEWS AMERICA,http://extraott.com:80/live/7921751389/6097373662/181651.m3u8
US| DW ENGLISH FHD,http://extraott.com:80/live/7921751389/6097373662/176619.m3u8
US| CGTN HD,http://extraott.com:80/live/7921751389/6097373662/181672.m3u8
US| NBC NEWS FHD,http://extraott.com:80/live/7921751389/6097373662/378781.m3u8
CA| 国家地理 HD,http://extraott.com:80/live/7921751389/6097373662/176159.m3u8
CA| 国家地理 WILD HD,http://extraott.com:80/live/7921751389/6097373662/176158.m3u8
DSTV| 国家地理 HD,http://extraott.com:80/live/7921751389/6097373662/7261.m3u8
DSTV| 国家地理 WILD HD,http://extraott.com:80/live/7921751389/6097373662/7260.m3u8
CBC News Explore,https://i.mjh.nz/SamsungTVPlus/CABC2300009KD.m3u8
CBS News 24/7,https://i.mjh.nz/SamsungTVPlus/USBA370000104.m3u8
ABC News Live,https://i.mjh.nz/SamsungTVPlus/USBC39000171G.m3u8
NBC News NOW,https://i.mjh.nz/SamsungTVPlus/USBB2200014DK.m3u8
LiveNOW from FOX,https://i.mjh.nz/SamsungTVPlus/USBA300024TN.m3u8
Scripps News,https://i.mjh.nz/SamsungTVPlus/USBD3000073N.m3u8
NBC Bay Area News,https://i.mjh.nz/SamsungTVPlus/USBC3200005A0.m3u8
ABC7 Bay Area,https://i.mjh.nz/SamsungTVPlus/USBC4400010RH.m3u8
CBS News Bay Area,https://i.mjh.nz/SamsungTVPlus/USBD2700010WB.m3u8
FOX 2 San Francisco,https://i.mjh.nz/SamsungTVPlus/USBD2700019N0.m3u8
FOX Weather,https://i.mjh.nz/SamsungTVPlus/USBD700003L7.m3u8
WN San Francisco,https://i.mjh.nz/SamsungTVPlus/USBB3600008BU.m3u8
BBC News,https://i.mjh.nz/SamsungTVPlus/US4000033L.m3u8
Sky News,https://i.mjh.nz/SamsungTVPlus/USBB52000022Q.m3u8
CBC News International,https://i.mjh.nz/SamsungTVPlus/USBC4400003OU.m3u8
Cheddar News,https://i.mjh.nz/SamsungTVPlus/USAJ3504714A.m3u8
Estrella News,https://i.mjh.nz/SamsungTVPlus/USAJ2200020N4.m3u8
GB News,https://i.mjh.nz/SamsungTVPlus/GBBB1600008R3.m3u8
Animal Planet,http://45.159.74.14:80/AnimalPlanet/index.m3u8
Animal Planet,http://41.205.93.154/ANIMALPLANET/index.m3u8
Animal Planet [可选英语、俄语],http://45.159.74.14:80/AnimalPlanet/index.m3u8
Animal Planet,http://41.205.93.154/ANIMALPLANET/index.m3u8
Discovery Channel [可选英语、俄语],http://45.159.74.14:80/DiscoveryChannel/index.m3u8
NASA 1,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
NASA 2,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8
LEGO Channel,https://i.mjh.nz/SamsungTVPlus/CABC230001363
Euronews Live,https://i.mjh.nz/SamsungTVPlus/CHBA100000532.m3u8
Destination Nature [FR],https://i.mjh.nz/SamsungTVPlus/CHBC4000006ZD.m3u8
Terra Mater WILD,https://i.mjh.nz/SamsungTVPlus/CHBD2700002B7.m3u8
Freitag Nacht News,https://i.mjh.nz/SamsungTVPlus/CHBD2700004E9.m3u8
GB News,https://i.mjh.nz/SamsungTVPlus/GBBB1600008R3.m3u8
Bloomberg TV+,https://i.mjh.nz/SamsungTVPlus/GBBA3300033C2.m3u8
Love Pets,https://i.mjh.nz/SamsungTVPlus/GBBD1100003I0.m3u8
ABP News,https://i.mjh.nz/SamsungTVPlus/INBD400006H0.m3u8
News9 Live,https://i.mjh.nz/SamsungTVPlus/INBD25000021N.m3u8
Ticker News,https://i.mjh.nz/SamsungTVPlus/ITBA3300038LH.m3u8
CINEVAULT: Westerns,https://i.mjh.nz/SamsungTVPlus/USAK3508709A.m3u8
FilmRise Western,https://i.mjh.nz/SamsungTVPlus/USBB32000196O.m3u8
Grit Xtra,https://i.mjh.nz/SamsungTVPlus/USBC24000213P.m3u8
Cowboy Way,https://i.mjh.nz/SamsungTVPlus/USBC3200020QF.m3u8
Circle,https://i.mjh.nz/SamsungTVPlus/USBA300035FV.m3u8
Shout! TV,https://i.mjh.nz/SamsungTVPlus/USBD1200021JM.m3u8
ION,https://i.mjh.nz/SamsungTVPlus/USBD300002TU.m3u8
ION Plus,https://i.mjh.nz/SamsungTVPlus/USBD300003LK.m3u8
ElectricNOW,https://i.mjh.nz/SamsungTVPlus/USBC6000225M.m3u8
PGA Tour,https://i.mjh.nz/SamsungTVPlus/US400001M2.m3u8
GOLFPASS,https://i.mjh.nz/SamsungTVPlus/USBB400000145.m3u8
PickleballTV,https://i.mjh.nz/SamsungTVPlus/USBD4200016QR.m3u8
Lucky Dog,https://i.mjh.nz/SamsungTVPlus/USBA3000044BJ.m3u8
Rovr Pets,https://i.mjh.nz/SamsungTVPlus/USBC2400024FN.m3u8
Clarity 4K,https://i.mjh.nz/SamsungTVPlus/USBA3800005NI.m3u8
BBC Earth,https://i.mjh.nz/SamsungTVPlus/USBD1700001RW.m3u8


🦄美国频道🦅,#genre#
👉此处以下频道需要魔法👈,https://cloud.lxweb.cn/f/08QDU0/3.MOV
CNBC,https://i.mjh.nz/SamsungTVPlus/ESBD36000026Z.m3u8
CNN,https://i.mjh.nz/SamsungTVPlus/CHBD800001D0.m3u8
CBC News Explore,https://i.mjh.nz/SamsungTVPlus/CABC2300009KD.m3u8
CBS News 24/7,https://i.mjh.nz/SamsungTVPlus/USBA370000104.m3u8
ABC News Live,https://i.mjh.nz/SamsungTVPlus/USBC39000171G.m3u8
NBC News NOW,https://i.mjh.nz/SamsungTVPlus/USBB2200014DK.m3u8
LiveNOW from FOX,https://i.mjh.nz/SamsungTVPlus/USBA300024TN.m3u8
Scripps News,https://i.mjh.nz/SamsungTVPlus/USBD3000073N.m3u8
NBC Bay Area News,https://i.mjh.nz/SamsungTVPlus/USBC3200005A0.m3u8
ABC7 Bay Area,https://i.mjh.nz/SamsungTVPlus/USBC4400010RH.m3u8
CBS News Bay Area,https://i.mjh.nz/SamsungTVPlus/USBD2700010WB.m3u8
FOX 2 San Francisco,https://i.mjh.nz/SamsungTVPlus/USBD2700019N0.m3u8
FOX Weather,https://i.mjh.nz/SamsungTVPlus/USBD700003L7.m3u8
WN San Francisco,https://i.mjh.nz/SamsungTVPlus/USBB3600008BU.m3u8
BBC News,https://i.mjh.nz/SamsungTVPlus/US4000033L.m3u8
Sky News,https://i.mjh.nz/SamsungTVPlus/USBB52000022Q.m3u8
CBC News International,https://i.mjh.nz/SamsungTVPlus/USBC4400003OU.m3u8
Samsung Wild Life,https://i.mjh.nz/SamsungTVPlus/USBA3000043LH.m3u8
American Crimes,https://i.mjh.nz/SamsungTVPlus/USBD42000250Q.m3u8
Movie Favorites by Lifetime,https://i.mjh.nz/SamsungTVPlus/USBB5200019FO.m3u8
T2,https://i.mjh.nz/SamsungTVPlus/USBC600001QL.m3u8
Bloomberg TV+ 4K,https://i.mjh.nz/SamsungTVPlus/USAJ3400011A8.m3u8
Bloomberg Originals,https://i.mjh.nz/SamsungTVPlus/USAJ30000041W.m3u8
Yahoo Finance,https://i.mjh.nz/SamsungTVPlus/USAJ4300005PJ.m3u8
NEWSMAX2,https://i.mjh.nz/SamsungTVPlus/USBA300028QU.m3u8
Real America's Voice,https://i.mjh.nz/SamsungTVPlus/USBB1900002KF.m3u8
The First,https://i.mjh.nz/SamsungTVPlus/US1000016Q.m3u8
TYT Network,https://i.mjh.nz/SamsungTVPlus/USBA30002142.m3u8
Hallmark Movies & More,https://i.mjh.nz/SamsungTVPlus/USBD270001633.m3u8
MovieSphere,https://i.mjh.nz/SamsungTVPlus/USBD17000117B.m3u8
Pluto TV Fantastic,https://i.mjh.nz/SamsungTVPlus/USBA300017PK.m3u8
CINEVAULT,https://i.mjh.nz/SamsungTVPlus/USAJ30000148W.m3u8
CINEVAULT: Classics,https://i.mjh.nz/SamsungTVPlus/USBB3200015M8.m3u8
Paramount Movie Channel,https://i.mjh.nz/SamsungTVPlus/USAJ26000054W.m3u8
The Rotten Tomatoes Channel,https://i.mjh.nz/SamsungTVPlus/USBB3200030CG.m3u8
Gravitas Movies,https://i.mjh.nz/SamsungTVPlus/USBD700011RE.m3u8
MyTime Movie Network,https://i.mjh.nz/SamsungTVPlus/USBC3900018K6.m3u8
Chicken Soup for the Soul,https://i.mjh.nz/SamsungTVPlus/USBC2100007I2.m3u8
NEW KMOVIES,https://i.mjh.nz/SamsungTVPlus/USAJ30000122O.m3u8
The Preview Channel,https://i.mjh.nz/SamsungTVPlus/USAJ34000175A.m3u8
Maverick Black Cinema,https://i.mjh.nz/SamsungTVPlus/USAJ3000007MT.m3u8
FilmRise Free Movies,https://i.mjh.nz/SamsungTVPlus/USAJ40000072X.m3u8
FilmRise Action,https://i.mjh.nz/SamsungTVPlus/USBB3200020ID.m3u8
CINEVAULT: Westerns,https://i.mjh.nz/SamsungTVPlus/USAK3508709A.m3u8
Pluto TV Westerns,https://i.mjh.nz/SamsungTVPlus/USBA300005MK.m3u8
FilmRise Western,https://i.mjh.nz/SamsungTVPlus/USBB32000196O.m3u8
Grit Xtra,https://i.mjh.nz/SamsungTVPlus/USBC24000213P.m3u8
Cowboy Way,https://i.mjh.nz/SamsungTVPlus/USBC3200020QF.m3u8
Circle,https://i.mjh.nz/SamsungTVPlus/USBA300035FV.m3u8
Shout! TV,https://i.mjh.nz/SamsungTVPlus/USBD1200021JM.m3u8
ION,https://i.mjh.nz/SamsungTVPlus/USBD300002TU.m3u8
ION Plus,https://i.mjh.nz/SamsungTVPlus/USBD300003LK.m3u8
ElectricNOW,https://i.mjh.nz/SamsungTVPlus/USBC6000225M.m3u8
Bounce XL,https://i.mjh.nz/SamsungTVPlus/USBD300008G1.m3u8
ALLBLK Gems,https://i.mjh.nz/SamsungTVPlus/USBD300022FH.m3u8
EBONY TV by Lionsgate,https://i.mjh.nz/SamsungTVPlus/USBD2500012DH.m3u8
BET Pluto TV,https://i.mjh.nz/SamsungTVPlus/USBC450000130.m3u8
Shades of Black,https://i.mjh.nz/SamsungTVPlus/USBC1000004G8.m3u8
